"opportunity_id","sales_agent","product","account","deal_stage","engage_date","close_date","close_value","engage_status","close_status","quarter","sector","year_established","revenue","employees","office_location","subsidiary_of","series","sales_price","manager","regional_office"
"RN67OVFW","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-11-04",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"QDBJOE9M","Zane Levy","MG Special","Missing_Account","Engaging","2017-10-08",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Summer Sewald","West"
"4R4QF0ZU","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-09-20",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"JBECEURV","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-09-14",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"RW3CJO8D","Zane Levy","MG Advanced","Missing_Account","Engaging","2017-09-04",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Summer Sewald","West"
"W533W8G6","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-09-04",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"J0G6ZLYZ","Zane Levy","GTX Plus Pro","Missing_Account","Engaging","2017-09-02",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Summer Sewald","West"
"6C6Z3HRA","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-08-31",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"OLXEYM3P","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-08-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"TGSLH2ZD","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-08-27",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"RU5X1LZM","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-08-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"LKJZEISS","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-08-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"G03J67Z1","Zane Levy","GTX Plus Basic","Missing_Account","Engaging","2017-08-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Summer Sewald","West"
"JGXK8P6T","Zane Levy","MG Advanced","Missing_Account","Engaging","2017-08-01",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Summer Sewald","West"
"T50TV9SO","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-07-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"MIGDLH14","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-07-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"VRCYXSP1","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-07-21",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"0Z8ZAS2M","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-07-21",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"REAFB3C3","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-07-21",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"R0XNAFUB","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-07-12",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"CQYAMIQ3","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-07-09",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"10THTNLC","Zane Levy","GTX Plus Basic","Missing_Account","Engaging","2017-06-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Summer Sewald","West"
"VH6OFWCV","Zane Levy","MG Advanced","Missing_Account","Engaging","2017-06-20",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Summer Sewald","West"
"PCVNB0NO","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-06-19",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"YXXWQA4G","Zane Levy","MG Advanced","Missing_Account","Engaging","2017-06-15",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Summer Sewald","West"
"C7ODMOS2","Zane Levy","MG Advanced","Missing_Account","Engaging","2017-06-13",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Summer Sewald","West"
"RUAU1ORD","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-06-10",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"G1AKE0NR","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-06-07",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"7J0ZLDB1","Zane Levy","MG Special","Missing_Account","Engaging","2017-06-05",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Summer Sewald","West"
"UMXZFLO8","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-05-29",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"MWSPTOQK","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-05-28",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"G1L2YY5P","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-05-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"UFL6ZQDV","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-05-18",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"8WB5HXOB","Zane Levy","GTX Plus Pro","Missing_Account","Engaging","2017-05-02",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Summer Sewald","West"
"9HYMQL4I","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-04-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"U5K2MZB6","Zane Levy","MG Advanced","Missing_Account","Engaging","2017-04-13",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Summer Sewald","West"
"81G840FM","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-04-13",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"456BP2X7","Zane Levy","MG Advanced","Missing_Account","Engaging","2017-04-10",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Summer Sewald","West"
"PNO7D8PD","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-04-05",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"43LFUTVM","Zane Levy","GTX Plus Pro","Missing_Account","Engaging","2017-03-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Summer Sewald","West"
"4U9D1IZ5","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-03-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"PD2198ZH","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-03-19",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"BY2L60V1","Zane Levy","MG Special","Missing_Account","Engaging","2017-03-11",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Summer Sewald","West"
"NGCM47PC","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-03-07",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"01EH41WA","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-03-04",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"KBQ16F1I","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-03-03",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"D3ZC338T","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-03-02",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"XRDF1NAB","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-03-01",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"UI3DE2C4","Zane Levy","GTX Plus Basic","Missing_Account","Engaging","2017-02-26",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Summer Sewald","West"
"EW28ZONV","Zane Levy","GTX Plus Basic","Missing_Account","Engaging","2017-02-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Summer Sewald","West"
"CG9VXPV1","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-02-19",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"V3HVIJLL","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-02-16",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"R2W96FGX","Zane Levy","GTX Basic","Missing_Account","Engaging","2017-02-15",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"LOHJU3OB","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-09-10",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"8YIANRVX","Zane Levy","GTX Pro","Missing_Account","Engaging","2017-01-29",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Summer Sewald","West"
"J5BCAQ1Z","Zane Levy","GTX Basic","Bioplex","Engaging","2017-12-15",NULL,NULL,"Engaged","Open",NULL,"medical",1991,"326.82",1016,"United States",NULL,"GTX","550","Summer Sewald","West"
"FZWU2I30","Zane Levy","GTX Plus Pro","The New York Inquirer","Engaging","2017-12-10",NULL,NULL,"Engaged","Open",NULL,"medical",1996,"439.21",792,"United States",NULL,"GTX","5482","Summer Sewald","West"
"9WUYZLBE","Zane Levy","MG Special","Nam-Zim","Won","2017-12-04","2017-12-15","64","Engaged","Closed","Q4","services",1987,"405.59",1179,"Brazil","Warephase","MG","55","Summer Sewald","West"
"SZ09YDEF","Zane Levy","GTX Pro","Finjob","Lost","2017-12-04","2017-12-20","0","Engaged","Closed","Q4","employment",1988,"2059.9",3644,"United States",NULL,"GTX","4821","Summer Sewald","West"
"RCDG00F7","Zane Levy","GTX Basic","Rantouch","Won","2017-11-28","2017-12-04","601","Engaged","Closed","Q4","telecommunications",1994,"1188.42",3015,"United States",NULL,"GTX","550","Summer Sewald","West"
"L8XNQONA","Zane Levy","GTX Basic","Inity","Engaging","2017-11-27",NULL,NULL,"Engaged","Open",NULL,"marketing",1986,"2403.58",8801,"United States",NULL,"GTX","550","Summer Sewald","West"
"J1G2SZKD","Zane Levy","GTX Basic","Goodsilron","Engaging","2017-11-22",NULL,NULL,"Engaged","Open",NULL,"marketing",2000,"2952.73",5107,"United States",NULL,"GTX","550","Summer Sewald","West"
"E2LVAU2T","Zane Levy","GTX Basic","Newex","Won","2017-11-17","2017-12-05","497","Engaged","Closed","Q4","services",1991,"1012.72",3492,"Germany",NULL,"GTX","550","Summer Sewald","West"
"9BMWYLQV","Zane Levy","MG Special","Scotfind","Won","2017-11-05","2017-11-17","62","Engaged","Closed","Q4","software",1996,"6354.87",16780,"United States","Bubba Gump","MG","55","Summer Sewald","West"
"NPGETEDZ","Zane Levy","GTX Plus Basic","Sunnamplex","Lost","2017-10-30","2017-11-15","0","Engaged","Closed","Q4","marketing",2008,"894.37",1593,"Poland",NULL,"GTX","1096","Summer Sewald","West"
"DDQ0MDYY","Zane Levy","GTX Pro","Green-Plus","Won","2017-10-29","2017-10-31","4178","Engaged","Closed","Q4","services",2003,"692.19",1922,"United States",NULL,"GTX","4821","Summer Sewald","West"
"DJY7S9AI","Zane Levy","MG Advanced","Plusstrip","Won","2017-10-28","2017-11-12","3082","Engaged","Closed","Q4","entertainment",2002,"349.81",315,"United States",NULL,"MG","3393","Summer Sewald","West"
"4D0K5T7T","Zane Levy","GTX Pro","Gogozoom","Engaging","2017-10-26",NULL,NULL,"Engaged","Open",NULL,"telecommunications",2007,"86.68",187,"United States","Sonron","GTX","4821","Summer Sewald","West"
"E8L9I3QP","Zane Levy","GTX Basic","Condax","Won","2017-10-25","2017-11-03","447","Engaged","Closed","Q4","medical",2017,"4.54",9,"United States",NULL,"GTX","550","Summer Sewald","West"
"6ZR7IUC4","Zane Levy","MG Advanced","Zoomit","Lost","2017-10-24","2017-11-07","0","Engaged","Closed","Q4","entertainment",1992,"324.19",978,"United States",NULL,"MG","3393","Summer Sewald","West"
"OX0NE27G","Zane Levy","GTX Plus Basic","Kan-Code","Won","2017-10-23","2017-10-31","1195","Engaged","Closed","Q4","software",1982,"11698.03",34288,"United States",NULL,"GTX","1096","Summer Sewald","West"
"YSFFEUCQ","Zane Levy","GTX Plus Basic","Groovestreet","Lost","2017-10-23","2017-10-28","0","Engaged","Closed","Q4","retail",2003,"223.8",299,"United States",NULL,"GTX","1096","Summer Sewald","West"
"C1M1RST0","Zane Levy","GTX Pro","Plexzap","Won","2017-10-20","2017-10-27","4109","Engaged","Closed","Q4","retail",2001,"2437.85",4874,"United States",NULL,"GTX","4821","Summer Sewald","West"
"EZNAGRVB","Zane Levy","GTX Plus Pro","Hatfan","Won","2017-10-20","2017-10-30","5388","Engaged","Closed","Q4","services",1982,"792.46",1299,"United States",NULL,"GTX","5482","Summer Sewald","West"
"NXHAAD08","Zane Levy","GTX Plus Basic","Kan-Code","Won","2017-10-17","2017-12-10","1129","Engaged","Closed","Q4","software",1982,"11698.03",34288,"United States",NULL,"GTX","1096","Summer Sewald","West"
"AHOYDL01","Zane Levy","GTX Plus Pro","Dalttechnology","Won","2017-10-15","2017-10-23","6637","Engaged","Closed","Q4","software",2013,"98.79",96,"United States","Bubba Gump","GTX","5482","Summer Sewald","West"
"IDO6PU1B","Zane Levy","GTX Plus Pro","Hatfan","Lost","2017-10-14","2017-10-23","0","Engaged","Closed","Q4","services",1982,"792.46",1299,"United States",NULL,"GTX","5482","Summer Sewald","West"
"MBYY3F5P","Zane Levy","GTX Basic","J-Texon","Won","2017-10-12","2017-10-21","696","Engaged","Closed","Q4","retail",1989,"1388.67",3583,"United States",NULL,"GTX","550","Summer Sewald","West"
"CD5B8P8U","Zane Levy","MG Advanced","Hottechi","Lost","2017-10-12","2017-10-19","0","Engaged","Closed","Q4","technology",1997,"8170.38",16499,"Korea",NULL,"MG","3393","Summer Sewald","West"
"4P5BOQB5","Zane Levy","GTX Pro","Singletechno","Won","2017-10-11","2017-12-22","4545","Engaged","Closed","Q4","retail",1996,"2214.94",5374,"United States",NULL,"GTX","4821","Summer Sewald","West"
"II1GOQWL","Zane Levy","GTX Basic","Fasehatice","Lost","2017-10-11","2017-10-20","0","Engaged","Closed","Q4","retail",1990,"4968.91",7523,"United States",NULL,"GTX","550","Summer Sewald","West"
"F761DF0M","Zane Levy","GTX Basic","Silis","Engaging","2017-10-11",NULL,NULL,"Engaged","Open",NULL,"medical",1994,"2818.38",6290,"United States",NULL,"GTX","550","Summer Sewald","West"
"IVSOSC0E","Zane Levy","GTX Plus Basic","Y-Corporation","Won","2017-10-10","2017-10-15","1134","Engaged","Closed","Q4","employment",1983,"2871.35",9561,"United States",NULL,"GTX","1096","Summer Sewald","West"
"03H4RXBI","Zane Levy","GTX Basic","Y-Corporation","Won","2017-10-09","2017-12-17","482","Engaged","Closed","Q4","employment",1983,"2871.35",9561,"United States",NULL,"GTX","550","Summer Sewald","West"
"4X8WU71C","Zane Levy","MG Advanced","Condax","Lost","2017-10-09","2017-10-11","0","Engaged","Closed","Q4","medical",2017,"4.54",9,"United States",NULL,"MG","3393","Summer Sewald","West"
"A71ENBVA","Zane Levy","GTX Basic","Hottechi","Lost","2017-10-09","2017-10-17","0","Engaged","Closed","Q4","technology",1997,"8170.38",16499,"Korea",NULL,"GTX","550","Summer Sewald","West"
"GU4HXZ55","Zane Levy","GTX Plus Basic","Condax","Won","2017-10-06","2017-12-23","1129","Engaged","Closed","Q4","medical",2017,"4.54",9,"United States",NULL,"GTX","1096","Summer Sewald","West"
"VOEOU1U6","Zane Levy","MG Special","Xx-Holding","Lost","2017-10-05","2017-10-07","0","Engaged","Closed","Q4","finance",1993,"7537.24",20293,"United States",NULL,"MG","55","Summer Sewald","West"
"ZRMZJVWK","Zane Levy","GTX Pro","Plusstrip","Won","2017-10-04","2017-12-28","5491","Engaged","Closed","Q4","entertainment",2002,"349.81",315,"United States",NULL,"GTX","4821","Summer Sewald","West"
"3QSM7X3W","Zane Levy","GTX Pro","Green-Plus","Won","2017-10-03","2017-11-06","4194","Engaged","Closed","Q4","services",2003,"692.19",1922,"United States",NULL,"GTX","4821","Summer Sewald","West"
"OOB372R5","Zane Levy","GTX Basic","Condax","Won","2017-10-02","2017-10-12","544","Engaged","Closed","Q4","medical",2017,"4.54",9,"United States",NULL,"GTX","550","Summer Sewald","West"
"5A7S6Z6P","Zane Levy","GTX Pro","Groovestreet","Lost","2017-10-02","2017-10-11","0","Engaged","Closed","Q4","retail",2003,"223.8",299,"United States",NULL,"GTX","4821","Summer Sewald","West"
"O7B3XCKF","Zane Levy","GTX Basic","Hottechi","Lost","2017-10-02","2017-10-03","0","Engaged","Closed","Q4","technology",1997,"8170.38",16499,"Korea",NULL,"GTX","550","Summer Sewald","West"
"FZGGKS2D","Zane Levy","GTX Plus Pro","Doncon","Won","2017-10-01","2017-12-23","4910","Engaged","Closed","Q4","technology",2010,"587.72",1501,"United States",NULL,"GTX","5482","Summer Sewald","West"
"JGZVNKMT","Zane Levy","GTX Plus Basic","Y-Corporation","Won","2017-09-30","2017-12-10","944","Engaged","Closed","Q4","employment",1983,"2871.35",9561,"United States",NULL,"GTX","1096","Summer Sewald","West"
"9YVTJF6C","Zane Levy","GTX Plus Basic","Rantouch","Won","2017-09-30","2017-10-08","1108","Engaged","Closed","Q4","telecommunications",1994,"1188.42",3015,"United States",NULL,"GTX","1096","Summer Sewald","West"
"6K31TYOR","Zane Levy","GTX Basic","J-Texon","Won","2017-09-29","2017-10-05","502","Engaged","Closed","Q4","retail",1989,"1388.67",3583,"United States",NULL,"GTX","550","Summer Sewald","West"
"1JFYPP8R","Zane Levy","GTX Basic","Cheers","Won","2017-09-28","2017-10-05","571","Engaged","Closed","Q4","entertainment",1993,"4269.9",6472,"United States","Massive Dynamic","GTX","550","Summer Sewald","West"
"0XBMBVFP","Zane Levy","MG Advanced","Groovestreet","Won","2017-09-25","2017-10-04","3438","Engaged","Closed","Q4","retail",2003,"223.8",299,"United States",NULL,"MG","3393","Summer Sewald","West"
"2EFTTOAV","Zane Levy","GTX Plus Pro","Green-Plus","Won","2017-09-23","2017-10-01","5865","Engaged","Closed","Q4","services",2003,"692.19",1922,"United States",NULL,"GTX","5482","Summer Sewald","West"
"CNM0H9FR","Zane Levy","GTX Basic","Missing_Account","Engaging","2016-12-02",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Summer Sewald","West"
"1T8R8X79","Zane Levy","MG Advanced","Nam-Zim","Won","2017-09-19","2017-11-19","4249","Engaged","Closed","Q4","services",1987,"405.59",1179,"Brazil","Warephase","MG","3393","Summer Sewald","West"
"HJY0TQ7X","Zane Levy","MG Special","Toughzap","Engaging","2017-09-18",NULL,NULL,"Engaged","Open",NULL,"retail",1995,"332.43",799,"United States",NULL,"MG","55","Summer Sewald","West"
"01XZ9CRY","Zane Levy","GTX Plus Pro","Initech","Engaging","2017-09-18",NULL,NULL,"Engaged","Open",NULL,"telecommunications",1994,"6395.05",20275,"United States",NULL,"GTX","5482","Summer Sewald","West"
"S0MZHYQC","Zane Levy","GTX Pro","Konex","Won","2017-09-17","2017-09-27","4800","Engaged","Closed","Q3","technology",1980,"7708.38",13756,"United States",NULL,"GTX","4821","Summer Sewald","West"
"VA0I9SDD","Zane Levy","GTX Pro","Konex","Won","2017-09-16","2017-09-27","5360","Engaged","Closed","Q3","technology",1980,"7708.38",13756,"United States",NULL,"GTX","4821","Summer Sewald","West"
"U008ILBM","Zane Levy","GTX Plus Basic","Plusstrip","Lost","2017-09-16","2017-11-26","0","Engaged","Closed","Q4","entertainment",2002,"349.81",315,"United States",NULL,"GTX","1096","Summer Sewald","West"
"YC2GBK89","Zane Levy","GTX Plus Basic","Hatfan","Lost","2017-09-16","2017-11-12","0","Engaged","Closed","Q4","services",1982,"792.46",1299,"United States",NULL,"GTX","1096","Summer Sewald","West"
"NFT2Z7MM","Zane Levy","GTX Plus Basic","Dalttechnology","Lost","2017-09-16","2017-11-18","0","Engaged","Closed","Q4","software",2013,"98.79",96,"United States","Bubba Gump","GTX","1096","Summer Sewald","West"
"GRYWAPXY","Zane Levy","MG Advanced","Rantouch","Won","2017-09-15","2017-11-07","2712","Engaged","Closed","Q4","telecommunications",1994,"1188.42",3015,"United States",NULL,"MG","3393","Summer Sewald","West"
"XMRZQ8PR","Zane Levy","GTX Pro","Scotfind","Won","2017-09-14","2017-09-25","4050","Engaged","Closed","Q3","software",1996,"6354.87",16780,"United States","Bubba Gump","GTX","4821","Summer Sewald","West"
"HHP6R0IX","Zane Levy","GTX Pro","Finjob","Won","2017-09-14","2017-11-05","5170","Engaged","Closed","Q4","employment",1988,"2059.9",3644,"United States",NULL,"GTX","4821","Summer Sewald","West"
"ZLIQCT7V","Zane Levy","GTX Basic","Sonron","Won","2017-09-13","2017-12-06","505","Engaged","Closed","Q4","telecommunications",1999,"1699.85",5108,"United States",NULL,"GTX","550","Summer Sewald","West"
"NJTWATVH","Zane Levy","GTX Basic","Labdrill","Won","2017-09-13","2017-09-21","518","Engaged","Closed","Q3","medical",1985,"2741.37",9226,"United States",NULL,"GTX","550","Summer Sewald","West"
"SWXO4J19","Zane Levy","GTX Plus Basic","Konex","Won","2017-09-12","2017-11-20","1029","Engaged","Closed","Q4","technology",1980,"7708.38",13756,"United States",NULL,"GTX","1096","Summer Sewald","West"
"1MTLDVU8","Zane Levy","GTX Basic","Newex","Won","2017-09-11","2017-09-19","560","Engaged","Closed","Q3","services",1991,"1012.72",3492,"Germany",NULL,"GTX","550","Summer Sewald","West"
"3CJMQNT0","Zane Levy","GTX Pro","Lexiqvolax","Lost","2017-09-11","2017-11-14","0","Engaged","Closed","Q4","medical",2004,"1618.89",3889,"United States",NULL,"GTX","4821","Summer Sewald","West"
"RKOQZJZR","Zane Levy","GTX Plus Basic","J-Texon","Engaging","2017-09-11",NULL,NULL,"Engaged","Open",NULL,"retail",1989,"1388.67",3583,"United States",NULL,"GTX","1096","Summer Sewald","West"
"EI7DU48C","Zane Levy","MG Advanced","Kan-Code","Lost","2017-09-08","2017-12-14","0","Engaged","Closed","Q4","software",1982,"11698.03",34288,"United States",NULL,"MG","3393","Summer Sewald","West"
"USNQY75J","Zane Levy","MG Special","Fasehatice","Lost","2017-09-08","2017-11-04","0","Engaged","Closed","Q4","retail",1990,"4968.91",7523,"United States",NULL,"MG","55","Summer Sewald","West"
"95YT659K","Zane Levy","MG Special","Groovestreet","Engaging","2017-09-06",NULL,NULL,"Engaged","Open",NULL,"retail",2003,"223.8",299,"United States",NULL,"MG","55","Summer Sewald","West"
"VYG4BHEE","Zane Levy","GTX Basic","Golddex","Lost","2017-09-03","2017-11-01","0","Engaged","Closed","Q4","finance",2008,"52.5",165,"United States",NULL,"GTX","550","Summer Sewald","West"
"50JIFEWD","Zane Levy","GTX Pro","Plusstrip","Won","2017-11-12","2017-11-17","5144","Engaged","Closed","Q4","entertainment",2002,"349.81",315,"United States",NULL,"GTX","4821","Summer Sewald","West"
"EQPGDVWK","Zane Levy","GTX Basic","Labdrill","Won","2017-09-01","2017-12-03","614","Engaged","Closed","Q4","medical",1985,"2741.37",9226,"United States",NULL,"GTX","550","Summer Sewald","West"
"YAVTI45C","Zane Levy","GTX Basic","Fasehatice","Won","2017-11-04","2017-12-12","481","Engaged","Closed","Q4","retail",1990,"4968.91",7523,"United States",NULL,"GTX","550","Summer Sewald","West"
"KPW4J1CR","Zane Levy","GTX Basic","Dalttechnology","Won","2017-08-30","2017-12-21","503","Engaged","Closed","Q4","software",2013,"98.79",96,"United States","Bubba Gump","GTX","550","Summer Sewald","West"
"4HJIT2B6","Zane Levy","GTX Basic","Rantouch","Lost","2017-10-28","2017-11-07","0","Engaged","Closed","Q4","telecommunications",1994,"1188.42",3015,"United States",NULL,"GTX","550","Summer Sewald","West"
"UJT04PL7","Zane Levy","GTX Basic","Plusstrip","Won","2017-08-27","2017-11-29","498","Engaged","Closed","Q4","entertainment",2002,"349.81",315,"United States",NULL,"GTX","550","Summer Sewald","West"
"6HE07D76","Zane Levy","GTX Basic","Hatfan","Won","2017-08-25","2017-11-19","454","Engaged","Closed","Q4","services",1982,"792.46",1299,"United States",NULL,"GTX","550","Summer Sewald","West"
"TLLW2ZRM","Zane Levy","GTX Pro","Condax","Engaging","2017-08-25",NULL,NULL,"Engaged","Open",NULL,"medical",2017,"4.54",9,"United States",NULL,"GTX","4821","Summer Sewald","West"
"WZ3FJA3V","Zane Levy","GTX Plus Basic","Labdrill","Engaging","2017-08-25",NULL,NULL,"Engaged","Open",NULL,"medical",1985,"2741.37",9226,"United States",NULL,"GTX","1096","Summer Sewald","West"
